 0.0783795 0.253349 6500 0.00133334 6.05891e-07 7.75415e-08 0.114083 2.4355 0.0887117 -0.231892 -6500 0.000401643 2.38974e-08 2.29264e-08 0.091568 0.0133477
 -0.231187 0.234998 6500 0.000270228 -1.95345e-07 1.51651e-08 0.0475733 1.14893 0.134795 -0.222157 -6500 0.00122837 2.7258e-06 5.09569e-08 0.0144538 1.07353
 -0.266803 -0.224817 6500 0.000491484 -3.79002e-07 2.84935e-08 -0.324326 0.0839868 0.113698 0.25069 -6500 0.00111536 -4.79674e-06 4.30203e-08 -0.00236554 0.376594
 -1
 -0.0773371 -0.215947 6500 0.000411489 8.65911e-07 2.04244e-08 -0.0237798 0.484242 0.0946294 0.221897 -6500 0.000228088 8.60305e-07 9.37611e-09 -0.0407505 -0.2395
 -1
 -1
 -1
 0.235143 0.37815 6500 0.00080048 -3.14493e-06 5.91257e-08 -0.0649349 -0.34908 -0.218004 -0.379802 -6500 0.000332219 1.33625e-06 1.34771e-08 -0.0720873 0.0431564
 -1.90081 -0.189909 6500 0.0010559 3.55105e-06 4.82534e-08 -3.55625 2.92666 -0.268165 0.268357 -6500 0.000372422 1.47853e-06 1.35502e-08 -0.0855269 -1.40386
 0.00369048 0.321514 6500 0.000411571 -1.3143e-06 1.99905e-08 -1.03691 0.243484 -0.315568 -0.36551 -6500 0.000270036 1.58638e-07 9.29782e-09 0.00915452 -0.126255
 -0.181316 0.281909 6500 0.00101997 -3.90973e-06 3.61747e-08 0.0132418 0.727482 0.243729 -0.276411 -6500 0.000268643 -2.06548e-06 1.89705e-08 0.00781939 0.493489
 -1
 -1
 -0.236448 -0.211798 6500 0.000640383 -3.96797e-06 5.35931e-08 -0.616341 -0.542984 -1.63962 0.187206 -6500 0.00040478 -9.39335e-07 1.6811e-08 -0.697193 -0.822283
 0.0343013 0.260278 6500 0.000164558 -3.51702e-07 1.11763e-08 0.0517305 0.356619 0.404132 -0.380954 -6500 0.000280425 4.72796e-07 9.89686e-09 0.0358589 0.150769
 -0.088403 -0.217464 6500 0.000266419 1.13129e-06 1.07989e-08 -0.0446036 0.57582 0.0904133 0.222989 -6500 0.000334997 -4.28079e-07 1.61183e-08 -0.0510171 -0.959914
 -0.234295 -0.308352 6500 0.000914532 5.11102e-06 3.15418e-08 -0.0334565 -1.19932 0.250136 0.307224 -6500 0.000575655 -5.08738e-06 5.0551e-08 -0.0454761 -0.91491
 -0.168372 -0.254593 6500 0.00102226 4.30366e-06 3.80973e-08 0.0175372 -0.758746 0.313269 0.233904 -6500 0.000117942 -5.30709e-07 8.94123e-09 0.548079 2.14573
 -0.0604679 -0.206647 6500 0.000140175 -9.63681e-07 9.78816e-09 -0.0760762 -0.172951 -0.00234621 0.22215 -6500 0.000101855 -3.45016e-07 6.56818e-09 -0.0924621 -1.61979
 -0.169587 0.206882 6500 0.000591858 -3.67686e-06 5.19384e-08 0.10492 -1.77444 0.156885 -0.197386 -6500 0.00126385 2.67329e-06 5.315e-08 0.101537 -0.42478
 -0.0291117 -0.354425 6500 0.000115451 3.82227e-07 4.62851e-09 0.0195793 -0.125571 -0.00632568 0.370074 -6500 0.0003116 6.13785e-07 1.53558e-08 0.011929 -0.926961
 -0.253845 -0.203193 6500 0.000341255 -5.51454e-07 2.0173e-08 0.0395157 0.112314 -0.738057 0.323867 -6500 0.00028945 -2.70337e-07 1.73778e-08 0.0497561 -0.917952
 -0.202211 -0.190829 6500 0.000202137 1.01217e-06 7.6878e-09 0.0333051 0.313862 0.145327 0.227487 -6500 0.000963184 3.97044e-06 3.34771e-08 0.0157555 -0.197254
 0.00767222 0.203407 6500 0.000115828 5.50503e-07 4.16856e-09 -0.020805 1.15233 -0.0140562 -0.182516 -6500 0.000621427 4.48468e-07 2.96982e-08 -0.0309359 0.632896
 0.00784826 -0.242911 6500 0.000977442 -4.0344e-06 3.41355e-08 -0.0627132 0.21782 0.0249458 0.233838 -6500 0.00108922 3.91058e-06 4.10763e-08 -0.058134 -0.811711
 -1.59362 -0.393617 6500 0.00017057 -1.39665e-07 1.08984e-08 -1.89358 4.38033 0.0784966 0.509626 -6500 0.000146116 -7.81882e-07 6.65662e-09 -0.0617243 -0.826183
 -2.79578 0.30051 6500 0.000376467 -1.43649e-06 1.84331e-08 -1.60728 -2.91106 0.224459 -0.349235 -6500 0.000210452 -8.41971e-07 7.25189e-09 -0.125989 0.0626008
 -0.123174 -0.235038 6500 0.000115615 -5.27779e-07 4.61268e-09 -0.0135376 -0.25605 0.104899 0.223893 -6500 0.00113965 -4.39427e-06 4.26769e-08 -0.02681 -0.32921
 -1
 0.359575 -0.233806 6500 0.00121638 -3.88042e-06 4.80281e-08 0.0316803 0.0844875 -0.327174 0.234655 -6500 0.000419968 1.20667e-06 1.39152e-08 0.0337404 -0.994142
 -1.82738 0.200925 6500 0.000130642 5.78363e-07 4.9157e-09 -2.3858 -0.575278 -4.15818 -0.373769 -6500 0.000230195 -1.47547e-06 1.11763e-08 -2.97031 4.73273
 -1
 -0.376804 0.569635 6500 0.000955017 -4.12576e-06 3.32032e-08 -0.023222 0.885597 0.110624 -0.336941 -6500 0.000223258 7.20114e-07 9.18735e-09 0.0987069 -0.101002
 -0.155624 -0.219851 6500 0.000501261 -4.78216e-06 4.88281e-08 -0.0349197 6.23046 -0.0175019 0.221243 -6500 0.000340104 -3.99069e-07 1.6283e-08 -0.0349554 -0.484142
 -1
 -0.00314382 0.198602 6500 0.000141183 -6.51027e-07 1.0728e-08 -0.0187073 -0.122633 0.0193105 -0.207949 -6500 0.00114535 3.56697e-06 4.24338e-08 -0.0370699 0.143368
 -1
 0.156499 -0.206293 6500 0.000183551 -1.51588e-06 1.79069e-08 0.0926024 0.136969 -0.170533 0.228934 -6500 0.000122769 -5.03036e-07 9.09989e-09 0.0814551 -0.935108
 -1
 -0.031649 -0.216098 6500 0.000425517 5.10949e-07 2.28856e-08 -0.103955 -1.1174 0.0738185 0.235529 -6500 0.000898901 4.64989e-06 3.08938e-08 -0.112593 -0.739176
