319262 -0.0088 -0.0109 -0.0004 -0.0031 -0.0170 -0.0053 -0.0283 -0.0118 -0.1533 -0.2736 -0.1744 -0.3126 0.0723 0.0414 0.0702 0.0478 0.0047 0.0051 0.0036 0.0038 0.0038 0.0039 0.0057 0.0058 0.0714 0.0714 0.0813 0.0814 0.0715 0.0715 0.0814 0.0814
319263 -0.0085 -0.0113 -0.0009 -0.0043 -0.0169 -0.0054 -0.0286 -0.0111 -0.1519 -0.2749 -0.1729 -0.3149 0.0724 0.0323 0.0691 0.0387 0.0044 0.0047 0.0033 0.0034 0.0037 0.0035 0.0054 0.0053 0.0599 0.0600 0.0683 0.0683 0.0600 0.0600 0.0683 0.0683
319264 -0.0034 -0.0062 -0.0020 -0.0052 -0.0125 -0.0073 -0.0200 -0.0070 -0.0548 -0.1723 -0.0621 -0.2007 -0.0322 -0.0724 -0.0511 -0.0796 0.0059 0.0062 0.0034 0.0036 0.0040 0.0042 0.0061 0.0064 0.0816 0.0816 0.0929 0.0930 0.0817 0.0817 0.0930 0.0930
319265 -0.0067 -0.0074 -0.0009 -0.0024 -0.0182 -0.0051 -0.0284 -0.0080 -0.1125 -0.2427 -0.1279 -0.2791 0.0354 -0.0161 0.0241 -0.0142 0.0036 0.0038 0.0030 0.0031 0.0032 0.0032 0.0046 0.0046 0.0545 0.0545 0.0621 0.0621 0.0545 0.0545 0.0621 0.0621
319266 -0.0029 -0.0071 0.0000 -0.0044 -0.0135 -0.0036 -0.0218 -0.0044 -0.1880 -0.2843 -0.2137 -0.3266 0.0938 0.0441 0.0897 0.0555 0.0069 0.0073 0.0036 0.0042 0.0046 0.0046 0.0068 0.0071 0.0902 0.0903 0.1028 0.1029 0.0903 0.0904 0.1028 0.1029
319267 -0.0074 -0.0082 -0.0006 -0.0025 -0.0182 -0.0031 -0.0291 -0.0064 -0.1812 -0.3073 -0.2062 -0.3530 0.1081 0.0487 0.1051 0.0609 0.0045 0.0049 0.0031 0.0032 0.0037 0.0033 0.0053 0.0053 0.0572 0.0572 0.0652 0.0652 0.0572 0.0572 0.0651 0.0651
319268 -0.0037 -0.0071 0.0023 -0.0021 -0.0177 -0.0075 -0.0280 -0.0093 -0.1864 -0.3218 -0.2119 -0.3702 0.1151 0.0562 0.1113 0.0705 0.0040 0.0045 0.0033 0.0035 0.0033 0.0032 0.0050 0.0050 0.0590 0.0590 0.0672 0.0672 0.0591 0.0591 0.0672 0.0672
319270 -0.0035 -0.0050 0.0027 0.0002 -0.0204 -0.0043 -0.0309 -0.0072 -0.1225 -0.2521 -0.1389 -0.2913 0.0551 -0.0073 0.0424 -0.0009 0.0047 0.0050 0.0033 0.0036 0.0041 0.0038 0.0057 0.0056 0.0641 0.0641 0.0730 0.0730 0.0641 0.0641 0.0730 0.0730
319300 -0.0027 -0.0072 0.0070 0.0047 0.0071 0.0166 -0.0039 0.0053 -0.0962 -0.1930 -0.1120 -0.2199 0.1324 0.1831 0.1675 0.2046 0.0045 0.0053 0.0047 0.0048 0.0044 0.0040 0.0066 0.0065 0.0951 0.0951 0.1084 0.1083 0.0953 0.0953 0.1085 0.1085
319311 -0.0100 -0.0149 0.0002 -0.0033 -0.0169 -0.0094 -0.0249 -0.0213 -0.2453 -0.3177 -0.2739 -0.3587 0.1648 0.2127 0.1908 0.2415 0.0031 0.0040 0.0037 0.0038 0.0031 0.0031 0.0049 0.0049 0.0655 0.0655 0.0746 0.0746 0.0653 0.0653 0.0744 0.0743
