 0|0|0|u0  0.071  0.036  0.417
 0|0|0|u1 -0.011 -0.140 -0.293
 0|0|1|u0 -0.040  0.021  0.579
 0|0|1|u1  0.076  0.226 -0.171
 0|1|0|u0  0.287 -0.074 -0.091
 0|1|0|u1  0.191  0.542 -0.534
 0|1|1|u0 -0.503 -0.096 -0.240
 0|1|1|u1 -0.377 -0.076  0.687
 1|0|0|u0  0.574  0.176  0.000
 1|0|0|u1  0.227  0.104  0.485
 1|0|1|u0  0.499  0.557  0.347
 1|0|1|u1 -0.659 -0.860 -0.556
 1|1|0|u0  0.121  0.146 -0.101
 1|1|0|u1  0.295  0.554 -0.176
 1|1|1|u0  0.088  0.618  0.146
 1|1|1|u1  0.054 -0.086  0.202
