 0 0 4 0.334401 1.03288 0.00289838 0.991529 2.03723 0.0383553 0.00847119 2.80208 1.99997e-05 6.33132e-15 1.18592 1190 1
 0 0 5 0.408712 1.00074 0.00234184 0.975925 1.72449 0.0168312 0.0240749 2.85521 1.99996e-05 3.92135e-15 1.11918 1373 1
 0 0 6 0.483023 0.981049 0.00211215 0.958818 1.57184 0.0107527 0.0411821 2.58119 0.0266215 7.75094e-16 1.08823 1541 1
 0 0 7 0.557335 0.970814 0.00204094 0.939257 1.41495 0.0107092 0.0501473 2.19393 0.0283173 0.0105961 1.08992 1503 3
 0 0 8 0.631646 0.972308 0.00165618 0.911527 1.31326 0.0069647 0.0704642 1.98622 0.0236254 0.0180083 1.06884 1682 3
 0 0 9 0.705957 0.975634 0.00150639 0.887864 1.27082 0.00587887 0.0875774 1.86349 0.0136078 0.024559 1.1271 1809 3
 0 0 10 0.780268 0.974852 0.00145468 0.865244 1.21194 0.00545727 0.0931187 1.73173 0.00898357 0.0416374 1.11775 1749 3
 0 0 11 0.85458 0.976275 0.00153752 0.85106 1.15745 0.00651917 0.0934653 1.64148 0.00693091 0.0554751 1.10851 1663 3
 0 0 12 0.928891 0.978182 0.00155669 0.842354 1.12546 0.00626963 0.095734 1.56299 0.00635447 0.0619121 1.05105 1551 3
 0 0 13 1.0032 0.971685 0.00231995 0.785776 1.08368 0.00702668 0.143188 1.47684 0.00663741 0.0710351 0.983977 1327 3
 0 0 14 1.07751 0.976365 0.00195004 0.829037 1.09992 0.00827899 0.0931902 1.40987 0.00577381 0.0777728 0.961728 1276 3
 0 0 15 1.15182 0.969015 0.00399475 0.678963 1.0393 0 0.230912 1.34937 0.00562972 0.0901243 0.968735 1152 3
 0 0 16 1.22614 0.968034 0.00484787 0.588499 1.02498 0 0.308706 1.30568 0.0049605 0.102794 0.917847 1066 3

 0 1 4 0.311294 1.04811 0.00288423 0.997998 2.07839 0 0.00200242 3.22305 0.0141271 5.83081e-13 1.15601 1143 1
 0 1 5 0.380471 1.01255 0.0024129 0.976643 1.81105 0 0.0233573 2.70123 0.0141284 8.78189e-19 1.15625 1461 1
 0 1 6 0.449648 0.984999 0.00214724 0.971538 1.61825 0 0.0284625 2.42874 0.0141288 6.76967e-18 1.10736 1563 1
 0 1 7 0.518824 0.972232 0.00208313 0.941401 1.47618 0 0.0511906 2.27317 0.0423821 0.00740839 1.0481 1481 3
 0 1 8 0.588001 0.9711 0.00176428 0.903915 1.36964 0 0.0706122 2.0879 0.0168662 0.025473 1.11905 1814 3
 0 1 9 0.657177 0.972036 0.00158556 0.896085 1.28852 0 0.0754895 1.92307 0.0125893 0.0284251 1.09432 1827 3
 0 1 10 0.726354 0.969443 0.0014382 0.878517 1.22538 0 0.0775226 1.82044 0.00870846 0.0439608 1.05762 1721 3
 0 1 11 0.79553 0.972782 0.00141225 0.863777 1.17583 0 0.0792748 1.697 0.00748584 0.0569479 1.09906 1660 3
 0 1 12 0.864707 0.976183 0.00151973 0.82403 1.13642 0 0.110864 1.63541 0.00635708 0.0651062 1.08151 1564 3
 0 1 13 0.933883 0.970903 0.00193467 0.801404 1.10479 0 0.11325 1.53478 0.00624219 0.0853464 1.05404 1428 3
 0 1 14 1.00306 0.972873 0.00226784 0.747639 1.07924 0 0.137774 1.46826 0.00507493 0.114587 1.02046 1291 3
 0 1 15 1.07224 0.974778 0.0030562 0.739773 1.05849 0 0.148923 1.40759 0.00516161 0.111304 1.03216 1210 3
 0 1 16 1.14141 0.975341 0.00422945 0.719408 1.04156 0 0.181378 1.3597 0.00540929 0.0992143 0.954882 1081 3

 0 2 4 0.291304 1.07626 0.00109234 0.9931 2.17457 0 0.00690026 3.42649 0.216751 1.5187e-13 1.18108 1001 2
 0 2 5 0.356038 1.02278 0.000104512 0.984765 1.89536 0 0.0152352 3.02798 0.231391 1.51084e-15 1.1121 1366 2
 0 2 6 0.420772 0.991137 0.000138197 0.973662 1.69144 0 0.0263382 2.61981 0.231005 4.70653e-13 1.10626 1570 2
 0 2 7 0.485506 0.98179 0.00257737 0.95336 1.53938 0 0.0439672 2.38181 0.059974 0.00267254 1.15993 1366 3
 0 2 8 0.55024 0.970579 0.00193113 0.905201 1.42409 0 0.0694381 2.19033 0.0159612 0.0253607 1.0731 1622 3
 0 2 9 0.614975 0.967842 0.0016391 0.880404 1.33542 0 0.0775872 2.01187 0.0101389 0.0420084 1.07747 1814 3
 0 2 10 0.679709 0.970157 0.00154675 0.876281 1.26637 0 0.0846088 1.8832 0.010077 0.0391099 1.05217 1705 3
 0 2 11 0.744443 0.970932 0.00150094 0.856336 1.21128 0 0.0848181 1.76878 0.00776142 0.0588455 1.11702 1748 3
 0 2 12 0.809177 0.970438 0.0015545 0.808641 1.16734 0 0.113515 1.68706 0.0058475 0.0778446 1.07807 1692 3
 0 2 13 0.873911 0.970661 0.00184708 0.779905 1.1318 0 0.125378 1.60557 0.00524779 0.0947178 1.06891 1449 3
 0 2 14 0.938645 0.970126 0.00206629 0.774509 1.10285 0 0.124389 1.53418 0.00495974 0.101102 1.05478 1357 3
 0 2 15 1.00338 0.969723 0.00250048 0.701736 1.07913 0 0.186699 1.4688 0.00495089 0.111565 1.01511 1193 3
 0 2 16 1.06811 0.96805 0.00304611 0.690405 1.05961 0 0.174326 1.40508 0.0044689 0.135269 1.01192 1114 3
 0 2 17 1.13285 0.973995 0.00512311 0.661521 1.04348 0 0.205315 1.36534 0.00495164 0.133164 1.02474 1017 3

 0 3 5 0.335168 1.03313 0.000960706 0.993669 1.97568 0 0.00633127 2.84125 0.377429 1.04349e-11 1.13606 1397 2
 0 3 6 0.396108 1.00202 0.000339386 0.973444 1.76198 0 0.0265562 2.5083 0.279812 2.94348e-13 1.1317 1482 2
 0 3 7 0.457047 0.977411 0.00251812 0.955548 1.60095 0 0.0423934 2.50335 0.150364 0.00205904 1.10695 1359 3
 0 3 8 0.517987 0.970566 0.0023212 0.928891 1.47766 0 0.0576119 2.27812 0.0274635 0.0134974 1.10643 1500 3
 0 3 9 0.578927 0.966 0.00188192 0.89349 1.38199 0 0.0771851 2.09531 0.0144134 0.0293254 1.05243 1690 3
 0 3 10 0.639866 0.966049 0.00171142 0.873996 1.30686 0 0.0827517 1.96033 0.0107227 0.0432525 1.06643 1679 3
 0 3 11 0.700806 0.965778 0.0015755 0.833114 1.24722 0 0.0924553 1.84579 0.00600857 0.0744305 1.04124 1687 3
 0 3 12 0.761746 0.96761 0.00161412 0.823131 1.19859 0 0.0966241 1.73658 0.0059443 0.0802446 1.06163 1608 3
 0 3 13 0.822685 0.965464 0.001629 0.80194 1.1593 0 0.106039 1.65742 0.00518821 0.0920205 1.03158 1503 3
