 1210101c 4 1875 1.20756 3.28823e-05 PXB
 1210101c 5 2219 0.830146 9.46546e-06 PXB
 1210101c 6 2490 1.25892 2.08704e-05 PXB
 1210101c 7 2043 0.926957 1.38467e-05 PXB
 1210101c 8 1018 0.794202 1.60358e-05 PXB
 1210101c 9 1434 0.955864 1.69003e-05 PXB
 1210101c 10 1602 0.995378 1.767e-05 PXB
 1210101c 11 1977 1.02639 1.43473e-05 PXB
 1210101c 12 2147 1.02855 1.42803e-05 PXB
 1210101c 13 2350 0.920014 1.06875e-05 PXB
 1210101c 14 2627 0.752023 6.44858e-06 PXB
 1210101c 15 2052 0.805613 9.57954e-06 PXB
 12101020 0 69 1.02171 0.000483048 PXB
 12101020 1 84 0.816243 0.000187808 PXB
 12101020 2 119 0.810005 0.000145779 PXB
 12101020 3 194 1.13482 0.00023552 PXB
 12101020 4 311 1.06848 0.000103666 PXB
 12101020 5 435 0.947801 5.78317e-05 PXB
 12101020 6 518 1.15307 7.42486e-05 PXB
 12101020 7 633 0.967445 4.23924e-05 PXB
 12101020 8 60 0.8932 0.000389223 PXB
 12101020 9 113 0.872294 0.000178117 PXB
 12101020 10 139 0.991266 0.000196685 PXB
 12101020 11 222 0.959509 0.000121896 PXB
 12101020 12 382 1.07686 8.32106e-05 PXB
 12101020 13 534 1.26303 9.27269e-05 PXB
 12101020 14 741 1.16502 4.80526e-05 PXB
 12101020 15 874 0.955937 2.77685e-05 PXB
 12102004 0 498 1.06936 6.41766e-05 PXB
 12102004 1 311 0.90157 6.48556e-05 PXB
 12102004 2 192 1.19728 0.000183126 PXB
 12102004 3 107 1.00923 0.000267515 PXB
 12102004 4 107 1.24014 0.000510161 PXB
 12102004 5 58 0.921855 0.00052103 PXB
 12102004 6 39 0.79233 0.000449176 PXB
 12102004 7 26 0.910992 0.00124105 PXB
 12102004 8 520 0.930803 4.5413e-05 PXB
 12102004 9 324 0.955894 6.93341e-05 PXB
 12102004 10 213 0.892746 9.63816e-05 PXB
 12102004 11 112 1.04914 0.000301736 PXB
 12102004 12 75 1.03646 0.000392488 PXB
 12102004 13 56 1.09063 0.000779855 PXB
 12102004 14 33 0.823127 0.000731381 PXB
 12102004 15 27 1.42749 0.00306246 PXB
 12102008 0 2134 0.990202 1.36288e-05 PXB
 12102008 1 2040 1.04067 1.59854e-05 PXB
 12102008 2 2250 0.96647 1.18099e-05 PXB
 12102008 3 2027 1.02373 1.45017e-05 PXB
 12102008 4 1700 1.0034 1.77155e-05 PXB
 12102008 5 1350 0.93699 1.77188e-05 PXB
 12102008 6 1167 1.07324 2.4219e-05 PXB
 12102008 7 767 0.984592 3.5862e-05 PXB
 12102008 8 2166 1.0367 1.60714e-05 PXB
 12102008 9 2002 1.21762 2.19481e-05 PXB
 12102008 10 2443 1.13656 1.58563e-05 PXB
 12102008 11 2124 1.25934 2.28012e-05 PXB
 12102008 12 1911 0.870603 1.11514e-05 PXB
 12102008 13 1594 1.03031 1.89641e-05 PXB
 12102008 14 1255 1.31265 4.35157e-05 PXB
 12102008 15 825 1.29091 6.38005e-05 PXB
 1210200c 0 2000 0.859869 1.56199e-05 PXB
 1210200c 1 2000 1.59861 5.99329e-05 PXB
 1210200c 2 2000 1.61446 6.33169e-05 PXB
 1210200c 3 2000 1.22231 2.84267e-05 PXB
 1210200c 4 2000 1.03646 1.84286e-05 PXB
 1210200c 5 2000 1.58971 5.35204e-05 PXB
 1210200c 6 2000 0.806742 1.14848e-05 PXB
 1210200c 7 2499 1.66406 4.60554e-05 PXB
 1210200c 8 2000 1.37176 4.85794e-05 PXB
 1210200c 9 2000 0.970435 2.01163e-05 PXB
 1210200c 10 2000 1.54397 5.51391e-05 PXB
 1210200c 11 2000 1.13266 2.84387e-05 PXB
 1210200c 13 2000 1.18925 2.60551e-05 PXB
 1210200c 14 2864 1.0984 1.52198e-05 PXB
 1210200c 15 2425 1.02393 1.52178e-05 PXB
 12102014 0 2000 0.95017 2.2278e-05 PXB
 12102014 1 2000 1.17175 3.43197e-05 PXB
 12102014 2 2000 1.25161 4.23139e-05 PXB
 12102014 3 2000 1.83 9.76499e-05 PXB
 12102014 8 2000 1.28317 4.08978e-05 PXB
 12102014 9 2000 0.906286 1.88001e-05 PXB
 12102014 10 2000 1.40372 4.82386e-05 PXB
 12102014 11 2000 1.37643 5.00497e-05 PXB
 12102014 12 2000 1.76828 8.92174e-05 PXB
 12102014 13 2000 1.29592 4.75556e-05 PXB
 12102014 14 2000 1.70618 8.50372e-05 PXB
 12102014 15 2000 1.15375 3.66042e-05 PXB
 12102018 0 2303 0.846097 9.74649e-06 PXB
 12102018 1 2827 1.10709 1.47931e-05 PXB
 12102018 2 2000 1.11343 2.06647e-05 PXB
 12102018 3 2000 1.07642 2.05791e-05 PXB
 12102018 4 2000 0.906722 1.54376e-05 PXB
 12102018 5 2000 0.929973 1.64367e-05 PXB
 12102018 6 2000 0.912811 1.65416e-05 PXB
 12102018 7 2000 0.865758 1.54656e-05 PXB
 12102018 8 2200 1.44669 3.45209e-05 PXB
 12102018 9 2716 1.57432 3.56401e-05 PXB
 12102018 10 2994 1.24704 1.87473e-05 PXB
 12102018 11 2000 2.19529 0.000120816 PXB
 12102018 12 2000 0.803799 1.20538e-05 PXB
 12102018 13 2000 0.787777 1.17369e-05 PXB
 12102018 14 2000 0.837991 1.45107e-05 PXB
 12102018 15 2000 1.90561 0.000100311 PXB
 1210201c 0 625 0.800367 2.85776e-05 PXB
 1210201c 1 855 1.14332 4.58209e-05 PXB
 1210201c 2 1047 1.82627 0.000121578 PXB
 1210201c 3 1446 1.16613 2.99131e-05 PXB
 1210201c 4 1729 1.28289 3.15971e-05 PXB
 1210201c 5 2109 1.26772 2.4294e-05 PXB
 1210201c 6 2437 0.964175 1.26566e-05 PXB
 1210201c 7 2636 0.99876 1.24645e-05 PXB
 1210201c 8 590 1.22403 7.66822e-05 PXB
 1210201c 9 856 0.862565 2.31044e-05 PXB
 1210201c 10 1132 0.985248 2.56012e-05 PXB
 1210201c 11 1460 0.905097 1.67104e-05 PXB
 1210201c 12 1626 0.980888 1.70172e-05 PXB
 1210201c 13 2010 1.3751 3.10291e-05 PXB
 1210201c 14 2398 0.95407 1.13192e-05 PXB
 1210201c 15 2567 0.970165 1.09338e-05 PXB
 12102020 0 25 1.11281 0.00175708 PXB
 12102020 1 39 0.89429 0.000648864 PXB
 12102020 2 46 1.14723 0.000773477 PXB
 12102020 3 79 0.85653 0.000303268 PXB
 12102020 4 118 0.747236 0.00012925 PXB
 12102020 5 168 1.07919 0.00021503 PXB
 12102020 6 286 1.11259 0.00012698 PXB
 12102020 7 370 1.25524 0.00012303 PXB
 12102020 8 23 1.01761 0.00140831 PXB
 12102020 9 35 1.1575 0.00100384 PXB
 12102020 10 60 1.50556 0.00229582 PXB
 12102020 11 70 0.824793 0.000351387 PXB
 12102020 12 114 1.14379 0.000334405 PXB
 12102020 13 174 1.0694 0.000186234 PXB
 12102020 14 272 0.906904 7.96841e-05 PXB
 12102020 15 389 1.10329 9.16985e-05 PXB
 12103008 0 2663 0.850196 8.36186e-06 PXB
 12103008 1 2617 0.853702 8.63185e-06 PXB
 12103008 2 2337 0.963803 1.15923e-05 PXB
 12103008 3 2096 1.06288 1.64026e-05 PXB
 12103008 4 1987 0.969487 1.36638e-05 PXB
 12103008 5 1830 0.857664 1.15565e-05 PXB
 12103008 6 1521 1.12695 2.24597e-05 PXB
 12103008 7 1411 0.834826 1.31926e-05 PXB
 12103008 8 2034 1.37113 3.21139e-05 PXB
 12103008 9 2114 1.00392 1.38741e-05 PXB
 12103008 10 2574 1.18692 1.68115e-05 PXB
 12103008 11 2291 1.06293 1.45842e-05 PXB
 12103008 12 2120 0.739906 7.28093e-06 PXB
 12103008 13 1924 0.932937 1.24549e-05 PXB
 12103008 14 1731 1.08661 1.79551e-05 PXB
 12103008 15 1308 1.28982 3.61365e-05 PXB
 1210300c 0 2000 1.98643 0.000117761 PXB
 1210300c 1 2000 0.987328 2.11229e-05 PXB
 1210300c 2 2000 1.32791 4.01974e-05 PXB
 1210300c 3 2000 0.845781 1.38858e-05 PXB
 1210300c 4 2927 1.38517 2.97751e-05 PXB
 1210300c 5 2705 1.38462 3.11742e-05 PXB
 1210300c 6 2595 0.935457 1.20661e-05 PXB
 1210300c 7 2195 0.915553 1.25932e-05 PXB
 1210300c 8 2000 1.10221 3.07547e-05 PXB
 1210300c 9 2000 1.48939 5.52328e-05 PXB
 1210300c 10 2000 1.15673 2.72642e-05 PXB
 1210300c 11 2000 1.19929 2.87819e-05 PXB
 1210300c 12 2000 1.20064 2.85799e-05 PXB
 1210300c 13 2989 1.20582 1.84495e-05 PXB
 1210300c 14 2672 0.990497 1.18433e-05 PXB
 1210300c 15 2308 1.2187 2.26858e-05 PXB
 12103010 0 2000 1.32174 5.4352e-05 PXB
 12103010 1 2000 1.13014 3.94365e-05 PXB
 12103010 2 2000 1.23618 4.50553e-05 PXB
 12103010 3 2000 1.61909 8.6335e-05 PXB
 12103010 4 2000 0.924708 2.38857e-05 PXB
 12103010 5 2000 1.2109 4.27235e-05 PXB
 12103010 6 2000 1.17294 3.64742e-05 PXB
 12103010 7 2000 1.18022 3.4849e-05 PXB
 12103010 8 2000 1.1773 4.48194e-05 PXB
 12103010 9 2000 1.30222 5.11943e-05 PXB
 12103010 10 2000 1.28844 5.20102e-05 PXB
 12103010 11 2000 1.01761 3.03639e-05 PXB
 12103010 12 2000 1.41309 5.68762e-05 PXB
 12103010 13 2000 1.04291 3.05715e-05 PXB
 12103010 14 2000 0.98742 2.55211e-05 PXB
 12103010 15 2000 1.93862 0.000116285 PXB
 12103014 0 2000 0.79077 1.45505e-05 PXB
 12103014 1 2000 0.988576 2.4241e-05 PXB
 12103014 2 2000 0.962556 2.46017e-05 PXB
 12103014 3 2000 1.36125 5.29013e-05 PXB
 12103014 4 2000 0.915266 2.22312e-05 PXB
 12103014 5 2000 1.47215 6.27221e-05 PXB
 12103014 6 2000 1.04099 3.06285e-05 PXB
 12103014 7 2000 1.16327 4.06619e-05 PXB
 12103014 8 2000 0.814431 1.61428e-05 PXB
 12103014 9 2000 1.31082 4.82602e-05 PXB
 12103014 10 2000 1.57816 7.28384e-05 PXB
 12103014 11 2000 0.961038 2.62315e-05 PXB
 12103014 12 2000 1.41795 6.29462e-05 PXB
 12103014 13 2000 1.14577 4.01872e-05 PXB
 12103014 14 2000 0.980323 3.02669e-05 PXB
 12103014 15 2000 1.07703 3.53789e-05 PXB
 1210301c 0 1029 0.838886 1.79396e-05 PXB
 1210301c 1 1349 0.890975 1.58087e-05 PXB
 1210301c 2 1536 0.954282 1.58074e-05 PXB
 1210301c 3 1836 1.19123 2.18816e-05 PXB
 1210301c 4 2021 1.11617 1.85181e-05 PXB
 1210301c 5 2266 1.00027 1.35119e-05 PXB
 1210301c 6 2573 1.21823 1.95816e-05 PXB
 1210301c 7 2615 1.19376 1.84777e-05 PXB
 1210301c 8 1096 1.22893 4.03907e-05 PXB
 1210301c 9 1581 0.755277 9.98439e-06 PXB
 1210301c 10 1635 1.21895 2.82128e-05 PXB
 1210301c 11 1907 1.15565 2.215e-05 PXB
 1210301c 12 2185 0.81846 8.52119e-06 PXB
 1210301c 13 2411 1.30927 2.35279e-05 PXB
 1210301c 14 2613 1.40726 2.84955e-05 PXB
 1210301c 15 2642 1.15021 1.63483e-05 PXB
 12103020 4 450 1.64839 0.000212929 PXB
 12103020 5 538 1.01091 5.12111e-05 PXB
 12103020 6 746 0.961769 3.39401e-05 PXB
 12103020 7 761 1.1327 5.11775e-05 PXB
 12103020 8 79 0.875591 0.000234433 PXB
 12103020 9 149 0.793952 0.000119956 PXB
 12103020 10 243 1.10388 0.00012921 PXB
 12103020 11 349 0.993342 7.45987e-05 PXB
 12103020 12 406 1.20723 0.000107294 PXB
 12103020 13 589 1.00429 4.36806e-05 PXB
 12103020 14 877 0.769872 1.71199e-05 PXB
 12103020 15 829 1.21222 4.8204e-05 PXB
 12104004 0 309 0.902198 6.66451e-05 PXB
 12104004 1 254 0.979377 0.000103095 PXB
 12104004 2 149 0.999919 0.000196236 PXB
 12104004 3 99 1.08797 0.000437442 PXB
 12104004 4 65 1.55502 0.00115998 PXB
 12104004 5 44 0.888039 0.000610842 PXB
 12104004 6 32 1.05746 0.00140153 PXB
 12104004 7 18 1.08151 0.00204896 PXB
 12104004 8 290 1.34972 0.00036569 PXB
 12104004 9 200 1.22859 0.000227128 PXB
 12104004 10 129 0.870248 0.000160468 PXB
 12104004 11 100 0.941819 0.000272863 PXB
 12104004 12 72 1.14354 0.000579956 PXB
 12104004 13 39 1.17971 0.00102227 PXB
 12104004 14 24 0.96629 0.00136555 PXB
 12104004 15 11 0.960678 0.00289505 PXB
 12104008 0 2291 1.4134 2.80364e-05 PXB
 12104008 1 2236 1.37449 2.71465e-05 PXB
 12104008 2 2624 0.904718 9.18148e-06 PXB
 12104008 3 2238 1.47597 3.24025e-05 PXB
 12104008 4 1867 1.21682 2.37219e-05 PXB
 12104008 5 1418 1.59314 6.80858e-05 PXB
 12104008 6 1051 0.981449 2.57568e-05 PXB
 12104008 7 663 1.43492 8.72136e-05 PXB
 12104008 8 2617 0.995699 1.1019e-05 PXB
 12104008 9 2662 1.06238 1.17861e-05 PXB
 12104008 10 2392 1.07741 1.35261e-05 PXB
 12104008 11 2001 1.09657 1.58403e-05 PXB
 12104008 12 1724 1.15093 2.25294e-05 PXB
 12104008 13 1304 1.44236 5.29186e-05 PXB
 12104008 14 950 1.43512 6.98787e-05 PXB
 12104008 15 619 1.04055 6.37629e-05 PXB
 1210400c 0 2000 1.68152 6.59198e-05 PXB
 1210400c 1 2000 1.7653 7.00524e-05 PXB
 1210400c 2 2000 1.06057 2.21339e-05 PXB
 1210400c 3 2000 1.03512 2.10938e-05 PXB
 1210400c 4 2000 1.41013 4.09168e-05 PXB
 1210400c 5 2000 2.01957 8.88144e-05 PXB
 1210400c 6 2000 1.01146 1.63563e-05 PXB
 1210400c 7 2590 1.24858 1.95628e-05 PXB
 1210400c 8 2000 0.990045 2.15934e-05 PXB
 1210400c 9 2000 1.63654 6.22709e-05 PXB
 1210400c 10 2000 1.47035 4.56369e-05 PXB
 1210400c 11 2000 1.2218 2.93424e-05 PXB
 1210400c 12 2000 0.958232 1.62947e-05 PXB
 1210400c 13 2000 0.683024 7.80488e-06 PXB
 1210400c 14 2868 0.989589 1.16087e-05 PXB
 1210400c 15 2528 0.775933 6.78999e-06 PXB
 12104010 0 2000 0.87874 2.56749e-05 PXB
 12104010 1 2000 1.33545 5.69928e-05 PXB
 12104010 2 2000 0.877948 2.58607e-05 PXB
 12104010 3 2000 0.804549 1.87343e-05 PXB
 12104010 4 2000 1.54786 8.44161e-05 PXB
 12104010 5 2000 1.43362 6.26041e-05 PXB
 12104010 6 2000 1.50389 6.58281e-05 PXB
 12104010 7 2000 0.737278 1.34375e-05 PXB
 12104010 8 2000 1.79528 0.000115999 PXB
 12104010 9 2000 1.06025 3.34771e-05 PXB
 12104010 10 2000 1.63607 9.26922e-05 PXB
 12104010 11 2000 1.23731 4.7029e-05 PXB
 12104010 12 2000 1.18545 3.75513e-05 PXB
 12104010 13 2000 1.35211 5.83199e-05 PXB
 12104010 14 2000 0.737781 1.30697e-05 PXB
 12104010 15 2000 0.827324 1.6513e-05 PXB
 12104014 0 2000 0.874167 1.79608e-05 PXB
 12104014 1 2000 0.927464 2.02122e-05 PXB
 12104014 2 2000 1.3232 4.4795e-05 PXB
 12104014 3 2000 1.1657 3.73857e-05 PXB
 12104014 4 2000 1.07239 3.2077e-05 PXB
 12104014 5 2000 1.66287 9.35049e-05 PXB
 12104014 6 2000 1.32661 5.30784e-05 PXB
 12104014 7 2000 1.70607 9.44587e-05 PXB
 12104014 8 2000 1.07951 2.7171e-05 PXB
 12104014 9 2000 0.985597 2.31154e-05 PXB
 12104014 10 2000 1.1042 3.0013e-05 PXB
 12104014 11 2000 1.22833 4.02588e-05 PXB
 12104014 12 2000 1.09384 3.26126e-05 PXB
 12104014 13 2000 1.09018 3.31158e-05 PXB
 12104014 14 2000 1.68399 9.05159e-05 PXB
 12104014 15 2000 0.936334 2.44919e-05 PXB
 12104018 0 2507 1.09671 1.52546e-05 PXB
 12104018 1 2972 1.54438 2.94151e-05 PXB
 12104018 2 2000 1.16183 2.3046e-05 PXB
 12104018 3 2000 1.10152 2.16559e-05 PXB
 12104018 4 2000 0.853943 1.27534e-05 PXB
 12104018 5 2000 1.10274 2.51413e-05 PXB
 12104018 6 2000 1.29243 3.58954e-05 PXB
 12104018 7 2000 1.20237 3.48896e-05 PXB
 12104018 8 2309 0.915436 1.08941e-05 PXB
 12104018 9 2781 1.09871 1.39534e-05 PXB
 12104018 10 2971 1.29622 2.0971e-05 PXB
 12104018 11 2000 0.95553 1.53079e-05 PXB
 12104018 12 2000 0.862088 1.29463e-05 PXB
 12104018 13 2000 0.875476 1.50386e-05 PXB
 12104018 14 2000 1.2511 3.2275e-05 PXB
 12104018 15 2000 1.38398 4.34518e-05 PXB
 1210401c 0 556 0.994235 5.48386e-05 PXB
 1210401c 1 916 0.972508 3.17462e-05 PXB
 1210401c 2 1275 0.777026 1.24775e-05 PXB
 1210401c 3 1674 0.852082 1.19522e-05 PXB
 1210401c 4 1963 1.18766 3.12152e-05 PXB
 1210401c 5 2357 1.23164 2.15464e-05 PXB
 1210401c 6 2058 0.947768 1.58991e-05 PXB
 1210401c 7 2095 1.29846 2.87442e-05 PXB
 1210401c 8 534 0.742139 2.68783e-05 PXB
 1210401c 9 896 0.922909 2.46423e-05 PXB
 1210401c 10 1249 0.940279 2.13512e-05 PXB
 1210401c 11 1641 1.62279 6.17045e-05 PXB
 1210401c 12 1929 2.05068 9.14978e-05 PXB
 1210401c 13 2346 0.945944 1.55929e-05 PXB
 1210401c 14 2405 1.69272 5.66482e-05 PXB
 1210401c 15 2036 1.16501 2.61739e-05 PXB
 12104020 0 28 1.27625 0.00206485 PXB
 12104020 1 26 0.928772 0.00126867 PXB
 12104020 2 42 1.01954 0.000697818 PXB
 12104020 3 69 0.92138 0.000397459 PXB
 12104020 4 122 1.22833 0.000436386 PXB
 12104020 5 132 1.44752 0.00045429 PXB
 12104020 6 240 1.24418 0.000183471 PXB
 12104020 7 325 1.03274 8.80827e-05 PXB
 12104020 8 18 0.937941 0.00234622 PXB
 12104020 9 31 0.836696 0.000578672 PXB
 12104020 10 40 0.937965 0.000779757 PXB
 12104020 11 47 0.946845 0.000596245 PXB
 12104020 12 74 0.771737 0.000248487 PXB
 12104020 13 142 1.4131 0.000524409 PXB
 12104020 14 187 1.0114 0.000168943 PXB
 12104020 15 283 0.988749 9.62495e-05 PXB
 12105004 0 889 1.21543 6.3133e-05 PXB
 12105004 1 671 1.6541 0.000151175 PXB
 12105004 2 462 1.22311 9.35105e-05 PXB
 12105004 3 272 1.08349 0.000128308 PXB
 12105004 4 194 0.853595 0.000110443 PXB
 12105004 5 92 1.14247 0.000406305 PXB
 12105004 6 76 0.709022 0.000201554 PXB
 12105004 7 31 0.850375 0.000631348 PXB
 12105004 8 855 1.25808 5.16711e-05 PXB
 12105004 9 716 1.09117 4.37182e-05 PXB
 12105004 10 478 1.0138 5.86628e-05 PXB
 12105004 11 273 1.18097 0.000162774 PXB
 12105004 12 165 0.991273 0.00018866 PXB
 12105004 13 123 1.06235 0.000266042 PXB
 12105004 14 66 1.03803 0.000499466 PXB
 12105004 15 40 1.13276 0.00121637 PXB
 12105008 0 2627 1.07524 1.33615e-05 PXB
 12105008 1 2497 1.08487 1.54379e-05 PXB
 12105008 2 2430 1.04247 1.42284e-05 PXB
 12105008 3 2103 1.5221 4.12735e-05 PXB
 12105008 4 1985 1.14131 1.89665e-05 PXB
 12105008 5 1798 1.08795 1.91595e-05 PXB
 12105008 6 1574 1.58165 5.32641e-05 PXB
 12105008 7 1301 0.937001 1.9491e-05 PXB
 12105008 8 2211 1.31415 2.60407e-05 PXB
 12105008 9 2103 1.28786 2.56107e-05 PXB
 12105008 10 2684 0.976846 9.96017e-06 PXB
 12105008 11 2422 0.892383 9.32729e-06 PXB
 12105008 12 2207 1.05602 1.54429e-05 PXB
 12105008 13 2011 1.35976 3.0848e-05 PXB
 12105008 14 1923 0.862189 1.05675e-05 PXB
 12105008 15 1349 1.06688 2.3007e-05 PXB
 1210500c 0 2000 1.18744 3.24427e-05 PXB
 1210500c 1 2000 1.14507 2.87361e-05 PXB
 1210500c 2 2000 0.949066 1.80426e-05 PXB
 1210500c 3 2000 0.759758 1.09627e-05 PXB
 1210500c 4 2956 1.24046 2.01067e-05 PXB
 1210500c 5 2815 1.28023 2.08243e-05 PXB
 1210500c 6 2672 0.996451 1.20069e-05 PXB
 1210500c 7 2254 1.19113 2.10352e-05 PXB
 1210500c 8 2000 1.348 4.23896e-05 PXB
 1210500c 9 2000 1.13601 2.78746e-05 PXB
 1210500c 10 2000 1.75536 7.67823e-05 PXB
 1210500c 11 2000 1.05147 2.16395e-05 PXB
 1210500c 12 2000 1.13924 2.45587e-05 PXB
 1210500c 13 2000 1.31544 3.20186e-05 PXB
 1210500c 14 2879 1.04915 1.25397e-05 PXB
 1210500c 15 2455 1.61631 4.49824e-05 PXB
 12105010 0 2000 1.381 5.84158e-05 PXB
 12105010 1 2000 1.5967 7.7453e-05 PXB
 12105010 2 2000 1.04743 3.05737e-05 PXB
 12105010 3 2000 1.06381 3.09775e-05 PXB
 12105010 4 2000 1.36199 5.10759e-05 PXB
 12105010 5 2000 0.956801 2.27669e-05 PXB
 12105010 6 2000 1.37419 4.77445e-05 PXB
 12105010 7 2000 1.13052 3.22082e-05 PXB
 12105010 8 2000 1.47754 6.69371e-05 PXB
 12105010 9 2000 1.25015 4.66337e-05 PXB
 12105010 10 2000 1.59438 7.53144e-05 PXB
 12105010 11 2000 1.26097 4.57463e-05 PXB
 12105010 12 2000 1.67065 8.72717e-05 PXB
 12105010 13 2000 1.10682 3.20946e-05 PXB
 12105010 14 2000 1.2746 4.17109e-05 PXB
 12105010 15 2000 1.02966 2.50979e-05 PXB
 12105014 0 2000 1.21769 3.64875e-05 PXB
 12105014 1 2000 1.38613 4.91925e-05 PXB
 12105014 2 2000 1.29417 4.4426e-05 PXB
 12105014 3 2000 1.17166 3.84081e-05 PXB
 12105014 4 2000 0.876417 2.15063e-05 PXB
 12105014 5 2000 1.09811 3.55049e-05 PXB
 12105014 6 2000 1.70603 9.63095e-05 PXB
 12105014 7 2000 1.31952 5.09049e-05 PXB
 12105014 8 2000 1.51562 6.19531e-05 PXB
 12105014 9 2000 0.944512 2.30419e-05 PXB
 12105014 10 2000 0.922158 2.33864e-05 PXB
 12105014 11 2000 1.45453 6.61753e-05 PXB
 12105014 12 2000 1.1136 3.61216e-05 PXB
 12105014 13 2000 1.23968 4.4348e-05 PXB
 12105014 14 2000 1.3355 5.62792e-05 PXB
 12105014 15 2000 1.45489 6.67191e-05 PXB
 12105018 0 2170 1.33697 3.10057e-05 PXB
 12105018 1 2520 1.48226 3.38762e-05 PXB
 12105018 2 2734 1.06219 1.45636e-05 PXB
 12105018 3 2887 1.32562 2.48824e-05 PXB
 12105018 4 2000 1.20982 2.88018e-05 PXB
 12105018 5 2000 1.40231 4.51421e-05 PXB
